ID,SEX,EDUCATION,MARRIAGE,AGE,LIMIT_BAL,default
109622,2,1,1,37,430000,0
109623,2,2,1,46,80000,0
109624,1,2,2,25,50000,0
109625,1,3,2,35,140000,0
109626,1,2,1,31,50000,0
109627,1,1,2,25,50000,0
109628,2,3,0,37,80000,0
109629,2,2,1,26,50000,0
109630,2,2,1,37,80000,0
109631,1,3,1,55,50000,1
109632,2,2,1,60,80000,1
109633,2,2,2,41,60000,0
109634,2,1,2,31,290000,0
109635,1,1,2,56,50000,0
109636,2,5,2,28,360000,0
109637,2,2,1,40,440000,0
109638,1,1,1,36,500000,0
109639,1,2,2,27,240000,0
109640,1,2,2,31,100000,0
109641,2,1,1,47,200000,0
109642,1,1,1,43,260000,0
109643,2,3,1,53,70000,1
109644,1,3,1,53,20000,1
109645,2,2,1,44,80000,0
109646,2,1,1,41,140000,1
109647,2,2,1,26,50000,0
109648,1,1,1,36,120000,1
109649,2,1,1,42,320000,0
109650,1,2,1,39,70000,0
109651,2,2,1,42,120000,0
109652,2,2,2,25,150000,0
109653,2,2,1,32,230000,0
109654,2,2,1,36,50000,0
109655,1,1,2,34,360000,0
109656,2,3,1,56,160000,0
109657,2,2,2,42,30000,1
109658,1,1,2,27,60000,1
109659,1,2,1,34,420000,1
109660,1,1,1,42,50000,0
109661,2,2,2,34,360000,0
109662,1,1,2,32,160000,0
109663,1,1,2,29,160000,0
109664,1,1,2,31,220000,0
109665,2,3,1,43,70000,0
109666,1,1,2,29,120000,0
109667,1,3,3,55,50000,0
109668,2,2,1,32,210000,0
109669,2,1,2,28,120000,0
109670,2,2,1,40,260000,0
109671,1,2,1,41,120000,0
109672,1,1,2,30,250000,0
109673,1,2,2,33,30000,0
109674,1,2,1,28,50000,0
109675,2,3,2,23,70000,0
109676,2,1,2,59,200000,0
109677,2,2,1,29,100000,0
109678,1,2,1,36,200000,1
109679,2,1,2,29,280000,0
109680,1,1,1,54,420000,0
109681,2,1,2,32,400000,0
109682,2,2,2,27,180000,0
109683,2,1,2,29,340000,0
109684,1,1,2,38,500000,0
109685,1,3,1,46,120000,0
109686,2,2,1,49,50000,0
109687,2,2,2,26,150000,0
109688,1,3,1,27,150000,0
109689,1,2,2,27,40000,1
109690,2,1,1,30,180000,0
109691,2,2,2,43,120000,1
109692,1,1,2,42,420000,0
109693,2,1,2,29,20000,0
109694,2,2,2,24,120000,0
109695,2,2,1,27,230000,0
109696,1,2,3,46,50000,1
109697,2,2,1,36,50000,0
109698,1,1,1,40,320000,0
109699,2,2,2,23,70000,1
109700,2,1,2,27,280000,0
109701,1,1,1,48,180000,0
109702,2,1,2,29,50000,0
109703,2,2,2,25,340000,0
109704,2,2,2,25,200000,0
109705,2,2,2,28,180000,0
109706,2,1,2,25,50000,1
109707,2,2,2,31,120000,0
109708,1,3,1,46,360000,0
109709,2,2,2,25,70000,1
109710,2,3,3,41,20000,0
109711,1,2,1,32,190000,0
109712,2,2,1,38,200000,0
109713,1,1,2,27,110000,0
109714,2,2,2,27,210000,0
109715,1,1,1,42,300000,0
109716,2,1,2,29,390000,0
109717,1,2,1,51,30000,1
109718,2,2,2,24,20000,1
109719,2,1,1,35,70000,0
109720,1,1,2,25,50000,1
109721,1,2,1,39,130000,0
109722,1,2,1,38,20000,1
109723,2,2,1,34,30000,0
109724,1,2,1,31,120000,1
109725,1,1,2,42,50000,0
109726,2,3,1,41,130000,0
109727,2,3,2,32,110000,0
109728,2,1,2,28,80000,0
109729,2,2,2,32,500000,0
109730,2,2,1,46,180000,0
109731,2,2,1,23,20000,0
109732,1,2,2,30,370000,1
109733,1,1,1,51,150000,0
109734,1,1,2,29,80000,1
109735,2,1,2,28,460000,0
109736,1,3,1,53,50000,1
109737,2,2,2,25,80000,0
109738,2,1,1,35,260000,0
109739,2,1,1,55,360000,0
109740,2,2,2,50,50000,0
109741,1,2,1,30,150000,0
109742,2,2,1,32,70000,0
109743,2,1,2,27,150000,0
109744,1,2,1,30,100000,1
109745,2,1,2,34,440000,0
109746,1,1,2,35,250000,0
109747,2,3,1,55,10000,1
109748,2,2,1,37,80000,0
109749,2,1,1,54,220000,0
109750,1,1,2,25,40000,1
109751,1,2,2,28,150000,0
109752,1,2,2,35,20000,1
109753,2,2,1,41,240000,1
109754,1,1,2,29,200000,0
109755,2,1,2,23,50000,0
109756,1,2,1,25,50000,1
109757,1,1,2,31,20000,0
109758,2,1,1,39,210000,0
109759,1,1,1,43,500000,0
109760,2,1,2,30,240000,1
109761,1,2,1,36,30000,0
109762,1,1,1,42,190000,0
109763,1,2,2,45,10000,0
109764,1,2,2,34,360000,0
109765,2,2,1,39,80000,0
109766,2,3,1,45,100000,0
109767,2,1,2,28,100000,0
109768,1,3,1,46,10000,0
109769,2,2,1,39,280000,1
109770,2,2,2,37,50000,0
109771,2,2,1,42,50000,0
109772,1,1,2,35,150000,0
109773,2,1,2,35,210000,0
109774,1,1,2,36,30000,1
109775,2,3,2,43,70000,1
109776,1,2,2,28,80000,1
109777,2,2,1,44,50000,0
109778,2,2,1,35,480000,0
109779,2,2,1,38,500000,0
109780,2,1,2,26,170000,0
109781,2,1,2,29,330000,0
109782,1,2,1,37,30000,0
109783,2,2,1,36,120000,0
109784,2,1,2,25,80000,0
109785,1,2,1,30,110000,1
109786,2,2,1,36,20000,1
109787,1,1,1,49,140000,1
109788,1,1,2,30,50000,0
109789,2,2,2,29,200000,1
109790,2,2,1,50,320000,0
109791,2,3,1,42,400000,0
109792,2,2,2,35,250000,0
109793,2,1,2,34,550000,1
109794,1,1,1,38,300000,0
109795,2,2,1,34,50000,0
109796,1,1,2,25,80000,0
109797,1,3,2,38,280000,0
109798,2,2,1,42,160000,0
109799,2,1,2,26,120000,0
109800,1,1,2,28,150000,0
109801,1,1,2,34,110000,0
109802,2,2,2,28,120000,1
109803,2,2,1,36,320000,0
109804,1,3,1,42,50000,0
109805,2,2,1,38,50000,0
109806,2,2,2,23,90000,0
109807,2,1,1,40,270000,0
109808,2,2,1,25,50000,0
109809,1,2,1,47,50000,0
109810,2,2,1,28,360000,0
109811,2,2,1,26,120000,0
109812,2,3,2,37,290000,0
109813,1,3,1,36,200000,0
109814,2,2,2,25,110000,1
109815,1,2,2,39,50000,0
109816,1,1,1,42,150000,0
109817,2,1,2,32,280000,0
109818,2,1,2,29,310000,0
109819,2,2,2,23,40000,1
109820,2,2,2,38,50000,0
109821,1,2,2,35,290000,0
109822,1,3,1,39,60000,0
109823,1,3,1,47,20000,1
109824,2,2,1,27,80000,0
109825,1,1,1,37,50000,1
109826,2,2,1,36,250000,0
109827,2,1,2,34,210000,1
109828,2,1,2,35,280000,0
109829,2,2,2,35,110000,0
109830,1,2,2,36,60000,0
109831,1,1,1,40,200000,0
109832,1,2,2,35,30000,0
109833,1,1,2,26,80000,0
109834,1,2,2,39,50000,0
109835,2,1,1,39,160000,0
109836,2,2,2,26,130000,1
109837,2,2,2,35,230000,0
109838,2,2,1,35,260000,0
109839,1,2,1,54,200000,0
109840,1,1,1,32,420000,1
109841,2,1,2,22,100000,1
109842,2,1,2,25,100000,0
109843,1,1,2,34,390000,0
109844,2,2,2,28,80000,0
109845,1,3,1,45,50000,0
109846,2,3,2,38,90000,1
109847,2,2,1,56,240000,0
109848,2,3,1,47,50000,0
109849,2,2,1,39,200000,0
109850,2,3,2,40,320000,1
109851,1,2,2,35,90000,0
109852,2,1,2,37,300000,0
109853,1,2,2,51,110000,0
109854,2,1,1,39,250000,0
109855,1,1,2,30,220000,0
109856,2,1,2,27,20000,1
109857,2,5,1,34,240000,0
109858,1,1,1,40,210000,0
109859,2,2,2,26,200000,0
109860,2,2,2,25,120000,1
109861,1,3,2,26,140000,0
109862,1,1,2,24,30000,0
109863,2,1,2,28,240000,0
109864,2,2,1,46,200000,0
109865,1,2,1,37,300000,0
109866,2,2,2,23,60000,1
109867,2,1,2,27,120000,0
109868,1,2,1,38,50000,0
109869,2,1,2,24,10000,0
109870,1,1,2,28,230000,0
109871,2,2,1,53,30000,1
109872,2,2,1,29,50000,1
109873,2,1,2,28,190000,1
109874,2,2,1,46,130000,0
109875,2,3,1,46,140000,0
109876,1,2,2,21,20000,0
109877,2,1,1,32,250000,0
109878,2,2,1,35,360000,1
109879,2,1,2,21,30000,0
109880,1,3,2,54,50000,0
109881,2,2,1,29,100000,0
109882,2,5,2,33,150000,0
109883,2,1,1,41,200000,0
109884,1,1,2,40,20000,0
109885,2,2,1,37,310000,0
109886,2,1,2,26,100000,0
109887,2,2,2,32,50000,1
109888,2,2,2,24,130000,0
109889,2,3,3,47,100000,0
109890,1,1,2,28,280000,0
109891,1,1,1,37,200000,0
109892,2,2,2,42,20000,1
109893,2,1,2,30,360000,0
109894,2,2,1,55,240000,0
109895,2,1,1,36,500000,0
109896,1,2,2,27,100000,0
109897,2,1,2,32,120000,0
109898,2,2,1,44,100000,0
109899,2,2,2,33,140000,0
109900,2,1,2,27,110000,0
109901,2,1,2,27,330000,1
109902,2,2,2,34,50000,0
109903,2,1,1,39,10000,1
109904,2,2,1,33,30000,0
109905,2,2,2,32,150000,0
109906,2,2,1,37,230000,1
109907,2,3,1,47,30000,1
109908,1,1,2,30,30000,0
109909,1,3,2,45,20000,1
109910,2,3,3,51,70000,0
109911,2,2,1,45,50000,0
109912,2,1,2,29,400000,0
109913,1,1,2,27,130000,0
109914,2,1,1,40,340000,0
109915,2,2,1,40,270000,1
109916,2,2,2,38,60000,1
109917,2,1,2,33,160000,1
109918,2,1,1,33,270000,0
109919,1,2,1,30,80000,1
109920,1,1,1,52,360000,0
109921,1,1,2,43,240000,0
109922,2,2,2,26,50000,0
109923,1,3,1,23,50000,0
109924,2,2,1,28,180000,0
109925,2,1,1,31,370000,0
109926,1,2,2,25,50000,0
109927,1,3,1,52,50000,0
109928,2,1,2,29,130000,0
109929,2,1,1,49,500000,0
109930,1,1,2,27,300000,0
109931,2,2,2,25,120000,0
109932,2,2,1,25,110000,0
109933,1,3,2,30,220000,0
109934,2,2,2,24,30000,0
109935,2,2,2,35,200000,0
109936,2,1,1,33,350000,0
109937,1,2,2,42,150000,0
109938,1,2,2,24,20000,1
109939,2,1,1,56,200000,0
109940,1,2,2,24,20000,0
109941,2,1,2,28,280000,1
109942,1,1,1,47,50000,0
109943,1,1,2,23,20000,0
109944,2,1,2,33,160000,0
109945,1,3,2,23,60000,0
109946,1,3,1,49,150000,0
109947,1,1,2,34,460000,0
109948,1,3,2,51,500000,0
109949,1,2,1,34,320000,0
109950,2,1,2,29,200000,1
109951,2,2,1,28,430000,0
109952,1,2,1,58,150000,0
109953,2,2,2,28,100000,0
109954,2,3,1,31,260000,0
109955,2,1,2,24,40000,1
109956,1,2,2,34,290000,1
109957,1,1,2,27,140000,0
109958,2,2,2,22,60000,1
109959,1,1,2,41,210000,0
109960,2,1,2,28,170000,0
109961,2,3,1,37,370000,1
109962,1,1,2,23,30000,0
109963,2,1,1,32,360000,0
109964,1,2,2,43,290000,0
109965,2,3,1,36,50000,0
109966,2,3,1,27,210000,0
109967,1,3,1,31,170000,0
109968,1,1,1,40,360000,0
109969,2,1,2,25,90000,0
109970,2,2,2,22,30000,0
109971,1,2,2,23,80000,0
109972,2,2,1,36,250000,0
109973,2,1,2,27,60000,0
109974,1,1,2,30,180000,0
109975,1,1,2,27,200000,0
109976,1,1,1,28,210000,0
109977,2,1,2,30,240000,0
109978,2,2,2,46,460000,0
109979,2,1,1,38,400000,0
109980,2,2,2,34,110000,0
109981,2,3,2,26,80000,1
109982,1,1,2,30,50000,0
109983,2,1,2,28,360000,0
109984,1,2,1,24,70000,0
109985,2,2,2,22,20000,0
109986,2,3,1,46,90000,0
109987,2,1,1,44,260000,1
109988,2,2,1,34,50000,1
109989,2,2,1,25,30000,0
109990,2,3,1,33,20000,0
109991,1,2,1,33,30000,1
109992,2,1,3,29,290000,1
109993,1,1,2,26,50000,1
109994,2,1,2,31,60000,0
109995,1,1,2,34,200000,1
109996,1,3,1,48,50000,0
109997,2,1,2,29,190000,0
109998,2,2,1,38,70000,0
109999,1,1,2,31,300000,0
110000,1,1,2,27,400000,0
110001,2,1,1,46,200000,1
110002,1,2,1,43,560000,0
110003,2,1,1,36,300000,0
110004,2,2,1,24,80000,0
110005,2,2,1,29,20000,0
110006,2,2,1,27,50000,0
110007,2,2,2,23,150000,0
110008,2,1,1,34,140000,0
110009,2,1,1,52,500000,0
110010,2,2,2,29,90000,0
110011,1,2,2,28,30000,1
110012,2,3,2,50,50000,1
110013,1,1,2,26,390000,1
110014,2,2,2,27,100000,1
110015,2,2,2,41,230000,0
110016,2,2,1,48,20000,0
110017,1,1,2,40,180000,0
110018,1,2,2,23,10000,0
110019,1,3,2,42,327680,1
110020,2,2,1,42,100000,1
110021,2,2,1,41,80000,0
110022,2,1,1,37,250000,0
110023,2,1,2,24,140000,0
110024,2,2,1,29,50000,0
110025,2,2,1,29,30000,0
110026,2,2,1,34,210000,0
110027,1,2,2,28,20000,0
110028,2,3,1,24,150000,1
110029,1,1,2,23,50000,0
110030,2,2,1,47,210000,0
110031,2,3,1,49,250000,1
110032,1,1,2,37,130000,0
110033,1,1,1,38,290000,1
110034,2,2,2,29,150000,0
110035,2,3,2,28,80000,0
110036,1,2,1,39,50000,0
110037,1,2,1,49,240000,0
110038,1,2,2,27,90000,0
110039,1,2,2,33,170000,0
110040,1,1,2,26,70000,0
110041,1,1,2,53,160000,1
110042,2,2,2,27,90000,1
110043,2,2,1,23,50000,0
110044,2,1,2,30,150000,1
110045,2,2,1,21,20000,1
110046,2,1,2,23,20000,0
110047,2,5,1,29,50000,0
110048,2,3,2,25,200000,0
110049,2,2,2,52,120000,0
110050,2,3,1,37,270000,1
110051,2,1,2,31,300000,0
110052,1,2,2,29,400000,1
110053,1,3,1,24,120000,0
110054,1,2,2,25,130000,0
110055,2,1,2,40,200000,1
110056,1,2,1,49,130000,0
110057,2,1,2,27,120000,0
110058,2,2,2,32,230000,0
110059,1,1,2,26,50000,0
110060,2,3,1,49,10000,1
110061,1,1,2,28,360000,0
110062,2,2,2,25,50000,1
110063,2,2,1,44,120000,0
110064,1,1,2,33,500000,0
110065,1,2,2,25,10000,0
110066,2,2,2,40,160000,0
110067,2,1,2,40,500000,0
110068,2,1,1,41,360000,0
110069,1,2,2,27,10000,1
110070,2,3,1,44,30000,1
110071,2,2,2,26,60000,0
110072,2,2,1,44,80000,0
110073,1,2,1,37,410000,0
110074,2,2,1,27,70000,1
110075,2,3,2,47,60000,1
110076,2,3,1,49,110000,0
110077,2,2,1,30,150000,1
110078,2,2,1,38,30000,0
110079,1,3,1,38,150000,0
110080,1,3,1,55,50000,0
110081,1,2,3,41,40000,0
110082,2,2,2,23,70000,0
110083,1,1,1,46,100000,1
110084,2,3,2,22,10000,0
110085,1,1,2,27,100000,1
110086,2,2,2,29,50000,0
110087,1,2,1,30,10000,1
110088,2,1,1,54,50000,1
110089,1,2,2,47,50000,0
110090,1,1,2,27,470000,0
110091,2,2,2,39,530000,0
110092,2,1,1,34,200000,1
110093,1,1,2,23,20000,0
110094,2,3,2,24,80000,0
110095,2,2,1,41,30000,1
110096,2,3,1,30,230000,0
110097,2,2,1,37,170000,1
110098,1,3,1,47,290000,0
110099,2,2,2,27,170000,0
110100,1,3,1,55,80000,0
110101,2,2,2,32,340000,1
110102,2,2,2,27,80000,0
110103,2,2,3,28,60000,0
110104,2,2,2,27,340000,0
110105,1,1,1,54,20000,0
110106,1,2,1,49,500000,0
110107,2,1,1,53,250000,0
110108,1,1,3,48,100000,1
110109,1,1,1,41,500000,0
110110,2,2,2,24,140000,0
110111,2,2,2,30,250000,0
110112,1,1,2,27,50000,0
110113,2,2,1,33,70000,1
110114,1,3,2,31,500000,0
110115,2,1,1,40,280000,0
110116,2,2,1,40,160000,0
110117,2,2,1,32,50000,0
110118,2,2,2,24,290000,0
110119,1,3,2,29,100000,0
110120,1,1,1,61,480000,0
110121,2,1,2,24,350000,1
110122,1,2,3,34,70000,0
110123,1,2,1,38,290000,0
110124,2,2,2,34,210000,0
110125,1,1,1,38,240000,0
110126,1,2,2,27,80000,0
110127,1,2,1,38,50000,0
110128,1,3,2,28,10000,1
110129,2,6,1,45,50000,0
110130,2,2,1,39,200000,0
110131,2,1,1,37,210000,1
110132,1,1,2,42,500000,1
110133,1,3,1,55,60000,0
110134,2,2,2,25,150000,0
110135,2,2,1,42,430000,1
110136,2,2,2,30,50000,0
110137,2,2,2,23,80000,0
110138,1,3,1,36,200000,1
110139,1,2,1,48,50000,0
110140,2,1,1,35,150000,0
110141,2,1,2,26,200000,0
110142,1,2,1,29,80000,1
110143,2,1,2,30,170000,0
110144,1,1,2,27,160000,0
110145,2,3,2,29,20000,0
110146,1,1,2,42,250000,0
110147,1,1,2,28,150000,0
110148,1,1,1,35,180000,0
110149,1,1,2,27,120000,0
110150,1,1,1,38,200000,0
110151,2,3,2,38,20000,0
110152,2,3,2,25,30000,0
110153,2,1,2,25,180000,0
110154,1,1,1,48,360000,0
110155,2,1,2,33,260000,0
110156,2,2,1,39,50000,0
110157,1,1,2,33,270000,0
110158,2,2,2,22,10000,1
110159,1,1,1,38,390000,0
110160,1,1,1,40,350000,0
110161,1,2,2,38,50000,0
110162,2,1,1,35,250000,0
110163,1,1,2,33,360000,0
110164,2,2,1,35,250000,0
110165,1,3,2,29,200000,0
110166,2,1,1,46,260000,1
110167,2,1,2,52,150000,1
110168,2,3,2,25,90000,0
110169,1,3,1,34,200000,0
110170,2,1,2,27,70000,0
110171,1,2,1,49,80000,0
110172,1,1,2,43,240000,0
110173,2,1,2,28,200000,0
110174,1,2,2,24,140000,1
110175,1,3,1,36,120000,0
110176,2,1,1,36,130000,1
110177,2,3,0,34,70000,0
110178,1,2,2,24,80000,0
110179,1,1,1,38,170000,1
110180,2,1,2,33,300000,0
110181,1,1,1,37,380000,0
110182,2,1,2,24,80000,0
110183,1,1,2,28,200000,0
110184,1,3,1,62,360000,0
110185,2,2,2,50,170000,0
110186,2,1,1,46,500000,0
110187,1,3,1,52,50000,0
110188,1,1,2,31,50000,0
110189,2,2,2,23,30000,1
110190,1,2,1,41,30000,0
110191,1,3,2,23,20000,1
110192,1,1,2,29,500000,0
110193,2,3,1,42,170000,0
110194,2,1,2,23,20000,0
110195,1,1,1,35,230000,1
110196,1,2,2,23,20000,0
110197,2,2,1,48,60000,0
110198,2,2,1,29,300000,0
110199,1,2,2,35,50000,1
110200,1,1,1,61,500000,0
110201,2,3,1,29,110000,0
110202,2,2,1,27,360000,1
110203,2,2,1,42,80000,0
110204,2,1,2,27,180000,1
110205,2,2,2,22,70000,0
110206,2,1,2,30,340000,0
110207,2,2,2,36,70000,1
110208,1,1,2,34,300000,1
110209,2,2,2,23,20000,1
110210,2,2,1,42,170000,0
110211,2,1,1,44,280000,0
110212,2,2,2,27,160000,1
110213,2,1,2,46,300000,1
110214,1,1,1,38,60000,1
110215,1,1,1,46,210000,0
110216,2,2,1,29,130000,0
110217,2,1,2,35,160000,0
110218,2,1,2,37,20000,1
110219,2,1,1,38,340000,0
110220,1,1,1,46,180000,0
110221,2,1,2,26,300000,0
110222,1,2,1,44,180000,0
110223,2,3,1,55,50000,0
110224,1,1,2,31,190000,1
110225,2,1,1,43,180000,0
110226,1,3,2,28,20000,1
110227,1,2,2,29,450000,0
110228,2,1,2,30,100000,0
110229,1,3,2,36,10000,1
110230,2,2,2,22,20000,0
110231,2,2,1,53,260000,1
110232,1,3,1,52,150000,1
110233,2,1,2,34,500000,0
110234,2,1,1,46,110000,0
110235,2,2,2,36,200000,0
110236,2,1,1,45,190000,0
110237,2,1,2,28,180000,1
110238,2,1,2,25,50000,1
110239,1,3,1,54,100000,0
110240,2,2,2,29,130000,1
110241,1,2,2,22,20000,0
110242,1,2,1,34,30000,1
110243,1,2,1,44,250000,0
110244,2,2,2,25,70000,0
110245,1,1,1,60,280000,0
110246,2,2,1,46,500000,0
110247,2,2,1,50,140000,0
110248,2,2,2,31,200000,0
110249,1,2,1,36,50000,1
110250,1,1,1,58,320000,0
110251,1,2,3,49,30000,0
110252,2,1,2,25,100000,0
110253,1,2,2,44,340000,1
110254,2,2,1,38,350000,0
110255,1,2,2,24,20000,1
110256,1,1,2,26,110000,0
110257,2,2,2,29,290000,0
110258,1,2,2,26,40000,1
110259,1,4,1,39,120000,1
110260,1,1,1,55,190000,0
110261,2,2,2,23,150000,0
110262,2,1,2,42,300000,0
110263,2,2,1,32,240000,0
110264,2,2,1,33,60000,1
110265,1,2,2,29,150000,0
110266,2,3,2,47,80000,0
110267,2,2,1,43,160000,0
110268,1,2,1,42,90000,0
110269,1,2,1,38,360000,0
110270,2,3,1,51,30000,0
110271,1,3,2,23,40000,0
110272,1,2,2,24,160000,0
110273,1,2,2,40,200000,0
110274,1,1,2,33,330000,0
110275,1,1,1,47,500000,0
110276,2,2,1,28,500000,0
110277,2,1,1,54,460000,0
110278,2,1,2,27,120000,0
110279,2,2,1,45,130000,0
110280,1,1,2,22,20000,0
110281,1,1,1,41,170000,0
110282,2,1,1,29,50000,0
110283,1,2,1,36,50000,1
110284,1,3,1,43,50000,0
110285,2,1,2,36,220000,0
110286,2,3,2,38,260000,0
110287,2,2,2,25,20000,0
110288,1,3,2,40,20000,1
110289,1,2,2,25,80000,0
110290,1,2,1,35,500000,0
110291,1,2,2,27,200000,0
110292,1,2,2,25,20000,1
110293,2,2,1,38,170000,0
110294,2,3,2,28,20000,1
110295,2,2,2,29,150000,0
110296,2,1,1,47,470000,0
110297,2,1,1,32,200000,0
110298,2,1,2,27,130000,0
110299,2,3,2,40,70000,0
110300,2,2,1,34,270000,0
110301,1,3,2,27,150000,1
110302,2,1,1,41,240000,0
110303,2,2,1,60,100000,0
110304,1,1,1,40,200000,1
110305,1,1,2,33,220000,0
110306,1,3,1,69,70000,1
110307,2,1,2,29,180000,0
110308,2,3,2,35,210000,0
110309,2,2,1,36,130000,0
110310,2,2,1,39,320000,0
110311,2,2,2,27,30000,1
110312,2,2,2,25,50000,0
110313,2,2,2,27,380000,0
110314,2,2,2,22,20000,1
110315,2,1,2,28,140000,0
110316,2,3,1,46,150000,1
110317,1,1,2,36,370000,1
110318,2,1,1,41,100000,0
110319,1,3,2,27,100000,0
110320,2,1,2,33,400000,0
110321,2,1,1,43,250000,0
110322,2,1,2,31,260000,0
110323,2,2,2,23,90000,0
110324,2,2,2,29,50000,1
110325,2,2,1,29,120000,1
110326,2,1,2,34,170000,0
110327,2,3,2,31,330000,0
110328,1,2,1,33,210000,1
110329,2,2,1,39,130000,0
110330,2,1,2,29,360000,0
110331,1,2,2,26,150000,0
110332,2,2,2,33,90000,1
110333,2,1,1,61,260000,0
110334,2,3,1,21,30000,1
110335,2,2,1,45,80000,0
110336,2,2,1,33,20000,0
110337,1,3,2,36,60000,0
110338,1,2,2,37,210000,0
110339,1,1,2,24,50000,1
110340,1,2,2,32,350000,0
110341,1,2,2,37,200000,0
110342,2,1,2,28,280000,0
110343,1,1,1,41,230000,0
110344,2,1,1,35,200000,1
110345,2,1,1,32,220000,0
110346,2,2,2,30,160000,0
110347,2,2,2,29,200000,0
110348,2,2,1,45,60000,0
110349,2,3,1,33,60000,0
110350,2,2,2,30,70000,0
110351,2,3,1,33,180000,0
110352,2,2,2,42,150000,0
110353,1,1,2,34,140000,1
110354,1,2,2,25,200000,1
110355,2,1,2,24,130000,1
110356,2,2,1,30,180000,0
110357,2,2,2,30,50000,0
110358,2,2,2,24,80000,0
110359,2,2,1,23,40000,0
110360,2,1,1,36,210000,0
110361,2,1,2,29,150000,0
110362,1,2,1,33,100000,1
110363,2,3,1,25,150000,0
110364,1,1,2,40,20000,0
110365,2,1,1,50,270000,0
110366,2,2,1,28,20000,1
110367,2,1,2,28,50000,1
110368,1,2,1,53,250000,0
110369,2,1,2,33,80000,0
110370,1,2,1,40,400000,1
110371,2,2,1,53,50000,0
110372,2,1,1,34,50000,0
110373,2,2,1,44,280000,0
110374,2,1,2,29,240000,1
110375,2,2,1,27,30000,1
110376,1,1,2,29,250000,0
110377,2,1,3,55,150000,0
110378,1,2,1,35,50000,0
110379,1,2,1,33,160000,0
110380,1,2,1,44,100000,0
110381,1,1,2,31,70000,0
110382,2,2,2,35,200000,0
110383,2,1,2,28,180000,0
110384,1,1,2,31,30000,0
110385,1,1,1,51,360000,0
110386,1,1,2,36,150000,0
110387,2,1,2,25,150000,0
110388,1,2,1,50,230000,0
110389,2,2,2,36,100000,0
110390,1,1,2,23,50000,0
110391,2,1,2,30,290000,0
110392,2,2,2,22,50000,0
110393,2,2,1,43,230000,1
110394,1,2,2,30,50000,1
110395,1,2,1,40,20000,1
110396,2,3,1,45,90000,1
110397,2,1,2,26,60000,0
110398,1,2,1,25,280000,0
110399,2,1,2,24,80000,0
110400,2,2,1,41,60000,0
110401,1,2,1,35,70000,0
110402,2,2,1,49,110000,0
110403,1,2,2,26,60000,0
110404,1,3,1,54,120000,0
110405,2,2,2,43,280000,0
110406,2,2,2,23,50000,0
110407,2,1,2,30,240000,0
110408,1,2,2,22,50000,0
110409,2,2,2,27,200000,0
110410,1,2,1,56,20000,1
110411,1,2,2,44,50000,1
110412,1,2,1,41,180000,1
110413,2,2,2,28,260000,0
110414,2,1,1,40,80000,0
110415,1,2,1,40,80000,1
110416,1,2,1,47,100000,0
110417,2,2,2,31,130000,0
110418,2,2,1,28,120000,0
110419,2,2,1,35,90000,0
110420,2,2,2,25,180000,0
110421,2,1,2,32,80000,0
110422,1,2,1,45,130000,1
110423,2,1,2,26,230000,0
110424,2,1,2,26,130000,1
110425,2,1,2,31,210000,0
110426,2,3,1,52,20000,0
110427,1,1,2,23,20000,0
110428,1,1,1,39,230000,1
110429,1,2,1,31,130000,1
110430,1,1,2,40,660000,0
110431,2,3,1,50,350000,0
110432,1,3,2,24,40000,1
110433,2,3,1,33,50000,1
110434,2,2,1,35,80000,0
110435,1,2,1,40,290000,0
110436,2,1,2,27,80000,0
110437,1,3,2,29,230000,0
110438,2,1,2,29,200000,0
110439,2,2,2,26,50000,1
110440,2,1,1,48,200000,0
110441,1,2,2,23,20000,0
110442,2,3,2,48,50000,0
110443,2,2,2,23,30000,0
110444,1,2,2,31,20000,0
110445,1,1,2,33,100000,0
110446,2,1,2,28,210000,0
110447,2,1,1,38,500000,0
110448,1,2,2,25,30000,1
110449,2,2,1,41,160000,1
110450,2,1,2,28,180000,0
110451,2,1,1,37,490000,0
110452,1,1,2,29,50000,0
110453,1,1,2,27,130000,0
110454,2,2,2,34,50000,1
110455,2,1,2,27,50000,1
110456,2,1,2,33,180000,0
110457,2,2,1,46,210000,1
110458,2,2,3,29,190000,0
110459,1,3,2,29,140000,0
110460,1,3,2,51,20000,1
110461,2,1,2,29,420000,0
110462,2,1,2,29,180000,0
110463,1,2,2,28,290000,0
110464,2,1,2,40,190000,0
110465,1,1,1,39,360000,0
110466,1,2,1,53,20000,1
110467,2,2,1,32,260000,0
110468,1,3,1,55,20000,0
110469,1,3,1,52,50000,0
110470,1,1,1,55,250000,0
110471,2,2,1,26,30000,0
110472,1,2,2,30,460000,0
110473,1,2,2,26,80000,0
110474,2,2,1,35,60000,0
110475,2,2,2,26,80000,0
110476,2,2,1,28,90000,1
110477,1,3,2,50,50000,0
110478,2,2,1,39,240000,0
110479,2,2,1,27,110000,0
110480,2,2,1,28,210000,1
110481,1,3,1,65,200000,0
110482,1,2,2,29,220000,0
110483,2,3,1,45,90000,0
110484,2,2,1,44,210000,0
110485,1,1,2,31,500000,0
110486,2,1,2,33,160000,0
110487,2,1,1,47,140000,0
110488,2,1,1,42,120000,0
110489,1,2,2,46,80000,0
110490,2,2,1,38,240000,0
110491,2,1,2,30,170000,0
110492,1,2,2,38,30000,0
110493,2,1,1,31,260000,0
