"LIMIT_BAL","SEX","EDUCATION","MARRIAGE","AGE","PAY_1","PAY_2","PAY_3","PAY_4","PAY_5","PAY_6","BILL_AMT1","BILL_AMT2","BILL_AMT3","BILL_AMT4","BILL_AMT5","BILL_AMT6","PAY_AMT1","PAY_AMT2","PAY_AMT3","PAY_AMT4","PAY_AMT5","PAY_AMT6","default"
"280000","2","2","1","42","-1","0","0","0","0","0","256675","253682.0","260274.0","153516","156830","152045.0","13000.0","11000.0","8000.0","5866.0","8000.0","5616.0","0"
"10000","1","3","2","25","0","0","0","0","0","0","6892","7915.0","10086.0","18714","9781","9979.0","1294.0","2465.0","500.0","1000.0","500.0","0.0","0"
"160000","2","2","1","35","0","0","0","0","0","0","96515","139439.0","141416.0","112497","119511","119763.0","50439.0","6000.0","5000.0","9000.0","4000.0","4000.0","0"
"160000","2","2","1","30","0","0","-2","-2","-2","-2","51400","0.0","0.0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0"
"390000","1","1","1","46","-1","-1","-1","-1","-1","-1","6346","94921.0","53796.0","6009","9096","3267.0","94921.0","53796.0","6009.0","9096.0","3267.0","2901.0","0"
"50000","1","2","2","26","0","0","-1","-1","-1","-1","18838","385.0","11500.0","2756","7000","12025.0","0.0","11615.0","2756.0","7000.0","12025.0","1880.0","0"
"150000","1","2","2","28","0","0","0","0","0","0","95322","96903.0","94682.0","89207","46259","50504.0","3216.0","2338.0","2653.0","2001.0","5012.0","2058.0","0"
"50000","1","3","2","23","0","0","0","0","0","0","47104","25555.0","16097.0","16337","16330","16708.0","2000.0","1500.0","800.0","700.0","650.0","700.0","0"
"190000","2","1","2","39","0","0","0","0","0","0","83369","81617.0","83351.0","82989","83760","85707.0","3853.0","4000.0","3000.0","3200.0","3500.0","3500.0","0"
"210000","2","1","2","37","1","-2","-1","0","0","0","-200","-200.0","199672.0","199272","199272","0.0","0.0","199872.0","0.0","0.0","0.0","0.0","0"
"150000","2","1","1","52","-1","-1","0","-1","0","0","5094","29137.0","25772.0","48635","25907","7513.0","29148.0","25000.0","48635.0","13907.0","1513.0","46798.0","0"
"80000","2","1","2","28","1","2","0","0","0","2","4885","3482.0","4251.0","4047","3547","221.0","0.0","1000.0","500.0","1000.0","0.0","1000.0","0"
"160000","2","5","2","31","-1","-1","-1","0","-1","-1","1790","0.0","31568.0","17638","1285","2705.0","0.0","31568.0","353.0","1285.0","2705.0","0.0","0"
"500000","2","1","2","27","-1","-1","-1","-2","-2","-1","33299","60857.0","26324.0","26091","9558","4242.0","60957.0","27056.0","26096.0","9605.0","4242.0","930.0","0"
"30000","2","2","2","23","1","2","2","2","2","2","28850","28102.0","30324.0","27446","29329","29720.0","0.0","2700.0","0.0","2300.0","1000.0","0.0","1"
"130000","2","1","1","47","0","0","0","0","0","0","113470","110794.0","65715.0","67523","68131","68140.0","4000.0","3000.0","5500.0","3000.0","3000.0","1700.0","0"
"30000","1","2","2","38","0","0","0","0","0","0","20996","25607.0","26813.0","25868","25418","27572.0","5000.0","2000.0","1089.0","3000.0","5000.0","0.0","1"
"320000","2","1","1","39","0","0","0","0","0","0","206461","117168.0","128832.0","133329","53870","13185.0","5000.0","15000.0","5000.0","5000.0","3000.0","5000.0","0"
"10000","1","2","2","23","3","2","2","2","2","2","10034","9239.0","10025.0","10227","9933","9884.0","0.0","1600.0","500.0","0.0","1000.0","0.0","1"
"20000","1","3","2","35","0","0","0","0","0","0","17365","19001.0","20269.0","18654","18914","20200.0","2618.0","2276.0","791.0","686.0","1600.0","0.0","0"
"50000","1","2","2","25","1","4","3","2","2","0","53086","51981.0","50805.0","51518","50713","51309.0","0.0","0.0","1800.0","108.0","2400.0","1926.0","0"
"310000","1","1","2","28","0","0","0","0","0","0","153620","147023.0","127390.0","129886","130676","127738.0","6603.0","4600.0","4507.0","4027.0","4025.0","4018.0","0"
"10000","2","3","3","52","2","0","0","2","0","0","9970","9625.0","9622.0","7773","5968","5380.0","2001.0","1801.0","0.0","700.0","1300.0","3200.0","1"
"30000","1","3","2","41","1","-2","-2","-2","-2","-2","0","0.0","0.0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0"
"170000","2","3","2","46","-1","-1","-1","-1","-1","-1","1986","1050.0","170.0","2785","3128","505.0","1050.0","170.0","2785.0","3128.0","505.0","190.0","0"
"50000","2","2","2","23","0","0","0","0","-1","2","16139","17261.0","14354.0","8713","1781","1615.0","1400.0","1000.0","500.0","1781.0","0.0","0.0","0"
"300000","2","1","1","52","1","-2","-2","-2","-2","-2","0","0.0","0.0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0"
"210000","1","2","1","37","1","-2","-2","-1","-1","-1","0","0.0","0.0","150","150","150.0","0.0","0.0","150.0","150.0","150.0","100.0","0"
"20000","2","3","1","36","0","0","2","0","0","0","21309","22693.0","20899.0","20014","19331","17176.0","3150.0","0.0","800.0","850.0","660.0","650.0","0"
"20000","2","2","1","32","0","0","0","-2","-2","-2","16434","17191.0","0.0","0","0","0.0","1500.0","0.0","0.0","0.0","0.0","8000.0","0"
"20000","2","2","2","25","2","2","2","0","0","0","16923","20319.0","19543.0","19534","19320","12442.0","4000.0","0.0","391.0","386.0","249.0","0.0","0"
"80000","1","1","2","29","0","0","0","0","0","0","31637","27137.0","25986.0","23496","23601","24650.0","1734.0","2000.0","2000.0","2000.0","2000.0","2000.0","0"
"200000","1","1","2","33","2","2","2","2","2","2","156558","167453.0","170010.0","172226","175918","179441.0","15000.0","6800.0","6500.0","6600.0","6600.0","5200.0","1"
"210000","1","1","2","31","2","-1","-1","0","-1","-1","1172","380.0","1552.0","776","776","1359.0","380.0","1552.0","0.0","776.0","1359.0","20302.0","0"
"330000","2","1","1","42","-1","-1","-1","-1","-1","-1","899","7445.0","0.0","3899","2707","8000.0","7448.0","0.0","3899.0","2707.0","8000.0","0.0","0"
"280000","1","1","1","39","-1","-1","-1","-2","-2","-1","17489","7542.0","2219.0","3008","849","1763.0","7614.0","2226.0","3008.0","1255.0","152446.0","0.0","0"
"300000","1","1","1","37","-1","-1","-2","-2","-2","-2","1943","0.0","0.0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0"
"10000","1","3","1","42","1","2","0","-1","0","0","6091","6837.0","7666.0","9270","7897","8763.0","1000.0","1000.0","9501.0","500.0","1000.0","1000.0","0"
"280000","1","2","1","49","-1","-1","-1","-1","-1","-1","390","390.0","390.0","390","390","150.0","390.0","390.0","390.0","390.0","150.0","780.0","0"
"20000","1","2","1","51","0","0","0","0","0","0","14681","14777.0","15025.0","16504","17950","19558.0","1562.0","1200.0","2000.0","2000.0","2000.0","3000.0","0"
"130000","1","2","2","32","-1","-1","-1","-1","-1","-1","1496","1496.0","1496.0","1496","1496","1496.0","1496.0","1496.0","1496.0","1496.0","1496.0","1496.0","0"
"20000","1","2","2","25","0","0","0","0","0","0","18193","18804.0","19324.0","18692","16035","12262.0","1800.0","1200.0","559.0","532.0","424.0","620.0","0"
"120000","2","2","2","26","-1","-1","-1","-1","-1","-1","5820","216.0","3858.0","6849","2616","2805.0","216.0","3858.0","6849.0","2616.0","2805.0","3926.0","0"
"400000","2","1","2","33","-1","-1","-1","-1","-1","-1","7768","31313.0","8744.0","11640","41432","20075.0","31330.0","8853.0","11816.0","41432.0","20974.0","44135.0","0"
"300000","2","2","2","39","-1","-1","-1","-1","-1","-1","6293","5483.0","990.0","990","990","990.0","5490.0","990.0","990.0","990.0","990.0","990.0","0"
"30000","2","2","2","23","0","0","0","0","0","0","12775","13864.0","14927.0","15378","15978","16560.0","1600.0","1600.0","1000.0","1000.0","1000.0","1000.0","0"
"20000","1","2","1","47","0","0","0","0","0","0","14835","16605.0","19160.0","14506","12839","8495.0","3000.0","3000.0","5000.0","5000.0","3000.0","511.0","1"
"320000","2","2","1","43","-1","-1","-1","-1","-1","-1","24685","27002.0","82271.0","5315","33059","908.0","30161.0","82271.0","5315.0","33059.0","908.0","6382.0","0"
"80000","1","2","1","57","0","0","0","0","0","0","54211","55348.0","56477.0","57601","58807","60300.0","2007.0","2047.0","2060.0","2133.0","2469.0","2493.0","0"
"160000","1","3","1","59","-2","-2","-2","-2","-2","-2","-220","390.0","170.0","-220","390","390.0","1000.0","170.0","0.0","1000.0","390.0","390.0","0"
"80000","2","3","2","50","0","0","0","0","0","0","46914","47918.0","47620.0","48571","48525","43987.0","2210.0","1700.0","1614.0","1600.0","1600.0","1600.0","0"
"280000","2","3","2","47","-1","-1","-1","-1","-1","-1","27572","38918.0","27000.0","27000","0","30460.0","39787.0","29000.0","27000.0","0.0","30460.0","5983.0","0"
"210000","2","1","2","28","1","-2","-2","-2","-2","-2","0","0.0","0.0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1"
"120000","2","1","2","27","-1","-1","-1","-1","-1","2","3215","700.0","700.0","10673","9671","9332.0","700.0","700.0","10673.0","2550.0","0.0","10000.0","0"
"100000","1","1","1","45","0","0","0","0","0","0","42049","43570.0","44601.0","45598","46752","48008.0","2200.0","2100.0","2000.0","2000.0","2010.0","2006.0","0"
"80000","2","2","1","53","0","0","0","0","0","0","48688","101878.0","20475.0","20325","20276","20662.0","2530.0","3990.0","850.0","800.0","1100.0","1100.0","0"
"450000","2","1","2","39","-1","-1","-1","-1","-1","-1","242","0.0","2343.0","2313","8295","699.0","0.0","2343.0","2313.0","8295.0","1806.0","1274.0","0"
"50000","2","2","2","28","0","0","0","0","0","-2","47813","33463.0","29628.0","31230","0","0.0","1900.0","2000.0","2000.0","0.0","0.0","0.0","0"
"50000","1","1","2","25","0","0","2","2","2","2","44663","48045.0","47306.0","49296","47220","49584.0","4100.0","400.0","3000.0","2.0","4005.0","6.0","0"
"450000","2","1","1","29","0","0","0","0","0","0","72622","6920.0","7700.0","9700","11700","0.0","2000.0","1000.0","2000.0","2000.0","0.0","0.0","0"
"130000","2","1","2","30","-1","-1","-1","-1","-1","-1","780","0.0","390.0","540","540","636.0","0.0","390.0","540.0","540.0","636.0","3636.0","0"
"220000","2","1","2","29","-2","-2","-2","-2","-2","-2","-37","5645.0","11731.0","-729","-5960","-5960.0","5682.0","11742.0","0.0","5231.0","0.0","0.0","0"
"50000","1","1","2","57","0","0","0","0","0","0","50698","51030.0","49984.0","20155","19959","20194.0","2100.0","1320.0","704.0","716.0","733.0","702.0","0"
"260000","1","2","2","31","0","0","-1","-1","-1","0","260783","54254.0","24119.0","16887","149104","127342.0","1743.0","24145.0","16900.0","150241.0","5285.0","942.0","0"
"70000","2","2","2","26","0","0","0","0","0","0","35867","28496.0","28401.0","22587","24361","25424.0","3000.0","3005.0","3000.0","3000.0","1500.0","1008.0","0"
"170000","1","2","1","34","1","2","2","2","2","0","91450","90486.0","86004.0","64363","55912","54500.0","3400.0","0.0","3957.0","0.0","2200.0","1300.0","1"
"100000","2","2","2","34","0","0","0","0","0","0","104660","104108.0","102066.0","99186","97140","95123.0","4589.0","4516.0","3645.0","3649.0","3724.0","3236.0","0"
"200000","2","2","2","30","-1","0","0","-1","-1","-1","11916","23694.0","26397.0","12674","14068","6468.0","12366.0","11000.0","12674.0","14445.0","6867.0","399.0","1"
"30000","2","3","1","59","1","2","2","2","2","0","28084","29299.0","28741.0","30467","29858","28898.0","1950.0","200.0","2492.0","0.0","580.0","0.0","1"
"300000","2","1","2","39","0","0","0","0","2","0","89792","91558.0","93741.0","99802","97711","99538.0","4500.0","5000.0","8000.0","0.0","4000.0","4200.0","0"
"360000","2","2","2","28","3","2","2","-2","-2","-2","2500","2500.0","0.0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1"
"140000","1","1","2","33","0","0","0","0","0","0","128891","103523.0","86543.0","68972","47268","2299.0","4637.0","2083.0","1503.0","1083.0","1121.0","67243.0","0"
"360000","2","2","2","28","-1","-1","-1","-1","-1","-1","220","2755.0","1380.0","0","1999","-1.0","2755.0","1380.0","0.0","1999.0","0.0","500.0","0"
"150000","2","2","1","43","0","-1","0","-1","-1","0","32283","18361.0","9160.0","13596","11457","29550.0","18361.0","1000.0","13596.0","11457.0","18550.0","0.0","0"
"230000","2","2","1","46","-1","-1","-1","0","-1","-1","1443","1443.0","2886.0","1443","1443","1443.0","1443.0","2886.0","0.0","1443.0","1443.0","1443.0","0"
"80000","2","3","1","46","0","0","0","0","0","0","70324","66864.0","32990.0","30059","28786","29371.0","3000.0","2003.0","1500.0","1200.0","1200.0","1500.0","0"
"180000","1","1","2","30","1","-1","-1","-2","-2","-2","0","1186.0","0.0","0","0","0.0","1186.0","0.0","0.0","0.0","0.0","0.0","1"
"100000","1","2","2","34","2","2","2","2","2","2","32685","36546.0","37152.0","36258","38512","37741.0","4400.0","1500.0","0.0","3000.0","0.0","4000.0","1"
"80000","1","1","1","37","2","2","2","2","2","2","57844","59038.0","57501.0","60424","61811","63142.0","2700.0","0.0","4500.0","2500.0","2500.0","2400.0","0"
"500000","2","1","1","39","-1","0","-1","-1","-1","-1","28852","112344.0","26834.0","33120","21771","52277.0","90668.0","26834.0","33452.0","21881.0","52539.0","57159.0","0"
"150000","2","2","2","33","-2","-2","-2","-2","-2","-2","6806","2774.0","0.0","500","399","0.0","2779.0","0.0","500.0","399.0","0.0","0.0","0"
"50000","2","2","2","22","1","2","0","0","2","0","8566","8287.0","9288.0","9990","9694","9879.0","0.0","1300.0","1000.0","0.0","500.0","500.0","0"
"260000","2","1","1","42","-2","-2","-2","-2","-2","-1","6000","4856.0","4328.0","15711","0","127395.0","4570.0","4353.0","17767.0","23209.0","127395.0","0.0","0"
"410000","2","2","1","35","0","-1","-1","0","-1","-1","11193","1831.0","13745.0","6033","8326","8926.0","1831.0","13745.0","121.0","8326.0","8926.0","26392.0","0"
"50000","2","3","1","33","0","0","0","0","0","0","39847","37561.0","36725.0","35346","33810","32788.0","1719.0","1783.0","1200.0","1200.0","1500.0","1000.0","0"
"90000","2","3","1","37","0","0","0","0","0","0","62460","63354.0","64528.0","65815","67350","68605.0","2500.0","2300.0","2281.0","2519.0","2451.0","2300.0","0"
"50000","1","1","2","32","2","0","0","2","0","0","16434","17550.0","21414.0","20774","21177","21612.0","1688.0","4476.0","0.0","888.0","788.0","1088.0","0"
"200000","2","2","1","51","1","2","2","0","0","2","93215","95336.0","93114.0","94239","99428","101843.0","4300.0","0.0","3365.0","6700.0","4000.0","3500.0","0"
"240000","1","1","2","33","-1","-1","-1","-1","-1","-1","6785","57953.0","20367.0","6997","15607","44412.0","58243.0","20469.0","7032.0","15685.0","44513.0","20159.0","0"
"360000","1","1","2","29","-1","2","-1","0","0","-1","6167","3506.0","10845.0","8336","5878","12903.0","17.0","10859.0","380.0","187.0","12966.0","1038.0","1"
"170000","2","1","2","37","-1","-1","-1","-1","0","0","49699","32301.0","74152.0","38579","77819","47975.0","32305.0","74198.0","38804.0","66000.0","40970.0","25156.0","0"
"260000","1","3","1","49","-2","-2","-2","-1","-1","-2","8654","15260.0","6790.0","10070","585","435.0","15328.0","6914.0","10098.0","585.0","435.0","427.0","0"
"30000","2","3","2","43","0","0","0","0","0","0","26828","25352.0","26553.0","26554","18869","12359.0","1588.0","1789.0","790.0","471.0","352.0","121.0","0"
"290000","2","2","1","35","0","0","0","2","0","0","260698","267453.0","278924.0","235368","232117","230763.0","11019.0","20326.0","44.0","10035.0","10034.0","10062.0","0"
"110000","2","2","1","46","0","0","0","0","0","0","110950","111750.0","111227.0","110849","110575","110394.0","4088.0","3912.0","3888.0","3975.0","4162.0","3945.0","1"
"200000","1","2","1","40","0","0","0","0","0","0","93700","95991.0","15040.0","14074","14758","15442.0","4512.0","2010.0","1000.0","1000.0","1000.0","0.0","0"
"70000","2","3","2","22","0","0","0","0","0","0","52899","45758.0","37858.0","29660","29519","29457.0","1726.0","3028.0","1026.0","1195.0","1060.0","1031.0","0"
"150000","2","2","2","29","0","0","0","0","0","0","84357","86398.0","64763.0","66093","62568","63828.0","2841.0","3000.0","1839.0","1773.0","1792.0","1846.0","0"
"30000","2","2","2","25","2","0","0","0","0","0","10343","11069.0","12082.0","12473","12623","27460.0","1200.0","1201.0","592.0","500.0","1500.0","0.0","1"
"200000","1","1","1","40","-1","-1","-1","-1","-1","-1","390","394.0","388.0","822","386","540.0","400.0","390.0","830.0","400.0","550.0","310.0","0"
"400000","2","2","2","44","-1","-1","-1","-1","-1","-1","4988","2986.0","96868.0","33745","5143","1601.0","3003.0","97353.0","33913.0","5168.0","1611.0","0.0","0"
"110000","2","2","1","41","0","0","0","0","0","0","52388","41742.0","43852.0","39840","32801","33174.0","1780.0","3306.0","1108.0","1126.0","1269.0","679.0","0"
"420000","1","2","1","36","0","0","0","0","0","0","56068","55115.0","19304.0","22304","28465","38182.0","15005.0","10013.0","10000.0","10000.0","20000.0","20000.0","0"
"150000","2","5","1","45","0","0","0","0","0","0","232587","259740.0","241615.0","139741","144692","124197.0","30032.0","25099.0","80000.0","120000.0","95000.0","30000.0","0"
"290000","2","1","1","36","0","0","0","0","0","0","97733","91270.0","79396.0","69925","71794","73597.0","3500.0","3000.0","3000.0","3000.0","3000.0","3000.0","0"
"160000","1","1","1","58","1","-2","-2","-2","-1","-1","0","0.0","0.0","0","4816","0.0","0.0","0.0","0.0","4816.0","0.0","0.0","0"
"150000","1","1","2","25","0","0","0","0","0","0","132684","128111.0","120509.0","74837","74391","66932.0","5713.0","12137.0","9005.0","2528.0","3119.0","2548.0","0"
"500000","2","1","2","29","0","0","-1","0","0","-1","82715","29004.0","104650.0","75583","26728","78226.0","7057.0","134011.0","8000.0","10000.0","78226.0","50000.0","0"
"140000","2","2","2","26","0","0","0","0","0","0","54868","56983.0","59152.0","67288","71674","31374.0","3000.0","4000.0","9500.0","5000.0","2000.0","1400.0","0"
"200000","1","1","1","44","-1","-1","-1","-2","-1","-1","1785","750.0","0.0","0","708","15500.0","757.0","0.0","0.0","708.0","15699.0","0.0","0"
"230000","1","1","1","46","-1","-1","-1","0","0","0","519","518.0","2784.0","2360","1908","97.0","518.0","2784.0","32.0","0.0","0.0","0.0","1"
"150000","1","2","1","38","-1","-1","-1","-1","-1","-1","509","14310.0","980.0","1000","1132","8774.0","14310.0","980.0","1000.0","1132.0","8774.0","10867.0","0"
"140000","1","1","2","30","0","0","-2","-2","-1","-1","5600","0.0","0.0","0","5302","10251.0","0.0","0.0","0.0","5302.0","5251.0","0.0","0"
"20000","2","1","1","41","1","3","2","0","0","-1","6249","5965.0","2417.0","1616","1616","3067.0","0.0","0.0","0.0","0.0","3067.0","0.0","0"
"200000","2","1","2","26","0","-1","0","0","0","0","14513","84387.0","87121.0","87857","88766","90228.0","84387.0","5000.0","4000.0","4000.0","4000.0","3000.0","0"
"20000","1","3","1","44","-1","-1","-1","-1","0","0","2522","169.0","1261.0","1170","780","390.0","169.0","1261.0","1170.0","0.0","0.0","0.0","0"
"300000","2","1","1","29","0","0","0","0","0","0","64437","65905.0","67344.0","69268","70647","73044.0","2000.0","2000.0","2500.0","2100.0","3000.0","2000.0","0"
"200000","2","1","1","64","-1","-1","-1","0","0","-1","2035","1261.0","69048.0","3352","1992","1176.0","1261.0","69054.0","2000.0","0.0","1176.0","11099.0","1"
"180000","1","1","2","28","0","0","0","0","0","0","180387","182361.0","184097.0","177870","169767","175867.0","9000.0","8500.0","8500.0","8000.0","14250.0","8000.0","0"
"350000","1","1","1","62","-1","-1","-1","-1","-1","-1","83393","10237.0","14580.0","61024","86809","177816.0","10237.0","14580.0","61024.0","86809.0","177816.0","82610.0","0"
"160000","1","1","2","28","-1","-1","-1","0","0","-1","3236","-524.0","3003.0","737","0","894.0","0.0","3740.0","0.0","0.0","894.0","0.0","0"
"20000","2","3","1","42","2","0","0","0","2","2","20205","16882.0","18094.0","19592","19930","20353.0","1500.0","1500.0","1800.0","800.0","900.0","36.0","1"
"220000","2","2","1","36","2","2","2","0","0","0","195725","197466.0","189149.0","187531","187856","186532.0","8200.0","0.0","7000.0","7000.0","7200.0","23700.0","1"
"500000","2","2","1","33","0","0","0","0","0","-1","48415","50588.0","32091.0","19615","23084","4528.0","15021.0","1408.0","392.0","7000.0","4528.0","22021.0","0"
"150000","2","1","2","29","-2","-2","-2","-2","-2","-2","2889","3469.0","1791.0","570","0","0.0","3469.0","1791.0","570.0","0.0","0.0","399.0","1"
"180000","1","1","2","29","-1","-1","-1","-1","-1","-2","18213","4390.0","1016.0","4745","0","0.0","4390.0","1016.0","4745.0","0.0","0.0","1400.0","0"
"440000","1","1","2","30","-2","-2","-2","-2","-2","-2","390512","200426.0","170209.0","136020","101744","78482.0","10063.0","7784.0","4632.0","3458.0","2671.0","2027.0","0"
"30000","1","3","1","44","0","0","0","0","0","0","10056","11387.0","12192.0","12986","13775","14393.0","1500.0","1300.0","1000.0","1000.0","1000.0","1000.0","0"
"420000","1","1","1","32","1","-2","-2","-2","-1","-1","8120","2205.0","-94.0","6300","1047","67631.0","1011.0","0.0","6394.0","1047.0","67643.0","2005.0","0"
"370000","2","1","2","28","0","0","0","0","0","0","68452","71014.0","72547.0","74501","76058","77572.0","3513.0","3046.0","3000.0","2589.0","2603.0","2695.0","0"
"180000","1","2","2","43","0","0","0","0","0","0","106765","99297.0","69691.0","71234","72930","75734.0","10000.0","5000.0","2703.0","3000.0","4013.0","10000.0","0"
"90000","2","3","2","25","0","0","0","0","0","0","16977","19612.0","5613.0","5613","10113","10113.0","3000.0","3000.0","0.0","4500.0","0.0","3440.0","0"
"250000","2","2","2","24","2","0","0","0","0","0","69770","70954.0","70681.0","69497","41367","17004.0","3562.0","1914.0","1517.0","2000.0","8001.0","295.0","1"
"180000","2","1","2","26","0","0","0","0","0","0","51699","48469.0","49553.0","49772","50829","51234.0","2200.0","2200.0","2000.0","2000.0","2100.0","1600.0","0"
"70000","2","1","2","30","0","0","0","0","0","2","12196","13291.0","14563.0","14625","15589","15189.0","1300.0","1500.0","600.0","1200.0","0.0","600.0","0"
"320000","2","2","2","36","-2","-2","-2","-2","-2","-2","29862","33785.0","4900.0","15813","0","0.0","5000.0","4905.0","15873.0","0.0","0.0","21657.0","1"
"150000","1","1","2","28","1","-2","-2","-1","0","0","0","0.0","0.0","65696","67148","68460.0","0.0","0.0","65696.0","3000.0","3000.0","4000.0","0"
"20000","1","2","2","29","0","0","0","0","0","-2","3785","4871.0","7817.0","7977","0","0.0","1154.0","3100.0","160.0","0.0","0.0","0.0","1"
"30000","1","1","2","25","0","0","0","0","0","0","19041","20232.0","21293.0","22040","22786","23410.0","1500.0","1400.0","1100.0","1100.0","1003.0","2000.0","1"
"20000","1","3","1","44","0","0","0","0","0","0","5855","6874.0","8037.0","8253","8427","9468.0","1122.0","1285.0","500.0","307.0","1182.0","0.0","0"
"10000","2","3","1","51","2","2","-2","-2","-2","-1","103","-677.0","-677.0","-1067","-747","71.0","0.0","0.0","0.0","1100.0","818.0","1418.0","1"
"20000","1","1","2","25","2","2","4","4","3","2","2902","6888.0","7638.0","7388","6991","33327.0","4200.0","1000.0","0.0","0.0","27150.0","900.0","1"
"10000","1","2","1","31","0","0","0","2","0","0","6106","7199.0","10215.0","9943","9758","9335.0","1200.0","4442.0","0.0","1200.0","1200.0","0.0","0"
"50000","2","3","1","43","2","2","2","2","2","2","44865","46760.0","47390.0","44520","45310","44430.0","2923.0","1700.0","0.0","3500.0","0.0","2000.0","1"
"30000","2","1","1","41","0","0","0","0","0","-2","15636","4542.0","4075.0","3668","0","0.0","2000.0","1000.0","1000.0","1000.0","1800.0","0.0","0"
"110000","1","3","2","36","-1","-1","-1","-2","-2","-2","2509","1260.0","0.0","0","0","0.0","1260.0","0.0","0.0","0.0","0.0","0.0","1"
"50000","2","1","1","35","1","-1","-1","0","0","-2","0","354.0","134.0","134","0","0.0","354.0","134.0","0.0","0.0","0.0","190.0","0"
"140000","2","1","2","29","1","2","0","0","0","0","112592","108669.0","110174.0","111079","113439","114983.0","0.0","5500.0","4900.0","5000.0","4112.0","4500.0","0"
"90000","2","1","1","44","-1","-1","-2","-2","-2","-2","539","0.0","0.0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0"
"60000","1","2","1","49","0","0","0","0","0","0","59578","66781.0","65508.0","17677","19481","19205.0","22000.0","2188.0","2501.0","2512.0","4005.0","2604.0","1"
"20000","1","2","2","24","2","2","2","2","2","2","16276","16715.0","18327.0","17735","19446","18988.0","1000.0","2200.0","0.0","2000.0","0.0","1200.0","0"
"340000","2","1","1","62","0","0","0","0","0","0","509365","522309.0","534137.0","466565","466774","471573.0","20309.0","20137.0","16565.0","16774.0","21573.0","21000.0","0"
"30000","1","2","2","29","1","3","2","0","0","0","31986","31189.0","29634.0","28174","27307","24449.0","0.0","4.0","1020.0","1110.0","989.0","982.0","0"
"170000","1","1","1","35","-1","-1","-1","-1","-1","-1","481","326.0","526.0","526","635","760.0","326.0","526.0","526.0","635.0","760.0","526.0","1"
"130000","1","1","1","45","2","0","0","2","2","2","53709","55244.0","58716.0","57174","61240","61284.0","3000.0","5000.0","0.0","5000.0","1200.0","3000.0","1"
"250000","2","2","1","44","0","0","2","2","2","0","6107","8837.0","8535.0","10647","10352","12788.0","3000.0","0.0","3000.0","0.0","3000.0","3000.0","0"
"200000","2","2","1","36","-1","-1","-1","-1","-1","-1","390","1308.0","1662.0","14490","34902","390.0","1308.0","1662.0","14987.0","34902.0","390.0","7500.0","0"
"10000","2","2","1","49","0","0","0","0","0","0","3100","4116.0","5280.0","5543","5605","5717.0","1073.0","1237.0","500.0","300.0","205.0","300.0","1"
"180000","2","2","2","29","-1","-1","-2","-2","-1","2","13936","0.0","0.0","0","1030","440.0","0.0","0.0","0.0","1030.0","0.0","0.0","0"
"230000","2","1","2","29","-1","-1","-1","-1","-1","-1","8916","318.0","725.0","2586","3198","4260.0","318.0","725.0","2592.0","3198.0","4260.0","4944.0","0"
"200000","2","3","1","45","-1","-1","-1","-1","-1","-1","11025","6959.0","887.0","1462","15195","17933.0","6959.0","887.0","1462.0","15195.0","17933.0","887.0","0"
"90000","2","3","2","33","0","0","0","0","0","-1","130765","98506.0","94475.0","39368","34884","424.0","4800.0","4000.0","1000.0","698.0","424.0","26979.0","0"
"130000","1","3","2","28","-1","-1","-1","-1","-1","-1","3964","600.0","0.0","631","0","427.0","600.0","0.0","631.0","0.0","427.0","1747.0","0"
"230000","1","1","2","26","-1","-1","-1","-1","-1","-1","1099","19686.0","3036.0","4806","-1","1699.0","19686.0","4000.0","4806.0","0.0","1700.0","3658.0","0"
"30000","1","3","2","34","2","2","2","0","0","0","24367","28682.0","27922.0","28632","29075","30891.0","4723.0","0.0","1173.0","1056.0","2300.0","0.0","1"
"80000","2","2","2","25","0","0","2","-1","-1","-1","57994","17695.0","7987.0","2622","2449","-331.0","3327.0","44.0","2629.0","2457.0","0.0","0.0","0"
"80000","2","1","1","35","-1","-1","-2","-2","-1","-1","1000","0.0","0.0","0","490","707.0","0.0","0.0","0.0","490.0","707.0","450.0","1"
"260000","2","2","1","45","-1","-1","-1","-1","-1","-1","7893","5923.0","5601.0","5480","5911","5963.0","5923.0","5601.0","5482.0","5911.0","5963.0","5757.0","0"
"20000","1","3","2","26","2","0","0","0","0","0","14081","15835.0","16985.0","19985","9421","9764.0","2000.0","2000.0","3000.0","1000.0","500.0","1000.0","1"
"200000","2","2","1","34","-1","0","-1","-1","-1","-1","795","1795.0","3618.0","0","1496","0.0","1000.0","3618.0","0.0","1496.0","0.0","0.0","1"
"80000","2","2","2","23","0","0","2","0","0","0","54658","45978.0","32431.0","27674","23304","6586.0","5573.0","5.0","2000.0","1000.0","132.0","1998.0","0"
"100000","2","1","2","42","0","-1","-1","0","0","0","60380","58567.0","79527.0","18950","19667","18531.0","2200.0","22004.0","656.0","1000.0","396.0","300.0","0"
